Survey_Date,Zone_P_CODE,Woreda_P_CODE,Site_Open_Date,Displacement_Reason,Origin_Region,Origin_Zone,Origin_Woreda,Second_Origin_Region,Second_Origin_Zone,Second_Origin_Woreda,Total_Households,Total_Individuals,First_Arrival_Date,Last_Arrival_Known,Last_Arrival_Date,Previously_Displaced,Currently_Leaving,Has_Prevention_Factors,Prevention_Accessibility,Prevention_Food,Prevention_Housing,Prevention_Security,Prevention_Livelihood,Prevention_Infrastructure,Support_Needs,Need_Livelihood,Need_Land,Need_Documentation,Need_Services,Need_Security,Need_Livestock,Displacement_Month,Has_Different_Second_Origin,Displacement_Duration,Origin_Location,Current_Location,Total_Prevention_Factors,Total_Support_Needs,Is_Winter_Migration,Region_Change,Prevention_Factor_Ratio,Support_Need_Ratio,Displacement_Season_Fall,Displacement_Season_Spring,Displacement_Season_Summer,Displacement_Season_Winter,Preferred_Solution_Reintegration,Preferred_Solution_Relocation,Preferred_Solution_Return,Region_P_CODE_ET02,Region_P_CODE_ET03,Region_P_CODE_ET04,Region_P_CODE_ET05,Household_Size_Category_Very Small,Household_Size_Category_Small,Household_Size_Category_Medium,Household_Size_Category_Large,Household_Size_Category_Very Large,year,month,household_size,fdi_pct_gdp,gdp_usd,gdp_per_capita_usd,remittances_pct_gdp,trade_pct_gdp,adult_literacy_rate,youth_literacy_rate,primary_enrollment,secondary_enrollment,regional_weight,avg_household_size,displacement_days,is_seasonal_migration,migration_distance_category,gdp_per_household,gdp_per_individual,trade_impact,economic_vulnerability,remittance_impact,education_access_index,literacy_impact,education_vulnerability,Prevention_Accessibility_binary,Prevention_Food_binary,Prevention_Housing_binary,Prevention_Security_binary,Prevention_Livelihood_binary,Prevention_Infrastructure_binary,total_prevention_categories,support_needs_severity,protection_vulnerability,site_operation_days,days_since_last_arrival,household_arrival_rate,survey_month,is_dry_season,same_zone,same_woreda,has_secondary_movement,idp_density,relative_household_size,basic_needs_score,livelihood_vulnerability,documentation_service_gap,compound_vulnerability,prevention_diversity,support_network_strength,settlement_potential,overall_vulnerability,long_term_displacement_risk
2017-11-24,ET0501,ET050110,2015-10-02,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,230,1614,2015-10-02,0.1386750490563072,2015-12-20,-0.1647172818672541,4.402796314232056,No,-0.8037180680557422,0.2271283812897488,0.9665953493282832,2.85270591447537,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,10,0.0,79.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,1.075437140477841,1.3115174503510751,-0.7722600223814998,0.0,1.0754371404778398,1.3115174503510756,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,7.017391304347826,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,7.017391304347826,784,1,,50781739.60869565,7236555.210656754,120.5892062186388,0.12934909272515396,18.940641789376798,9.674395229295,90.52926000000001,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,784,705,0.29336734693877553,11,0,1,0,1,64615,1.033738952084918,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.45173963709006154,0.0465087164121613
2017-11-24,ET0501,ET050110,2015-08-08,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,1126,7881,2015-08-08,0.1386750490563072,2016-10-02,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,8,0.0,421.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.99911190053286,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.99911190053286,839,1,,10372824.253996447,1482020.0621748508,588.8249902162901,0.6509905110704177,92.48525275221719,9.674395229295,442.04529,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,839,418,1.3420738974970203,11,0,1,0,1,64615,1.0310461947731357,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.660396204428167,0.07276065863627473
2017-11-08,ET0501,ET050110,2015-01-08,Drought,ET05,ET0501,ET050199,Somali,Siti,Gablalu,963,6163,2015-01-08,0.1386750490563072,2016-10-02,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,633.0,ET05_ET0501_ET050199,ET05_ET0501_ET050110,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.399792315680166,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.399792315680166,1035,1,,12128556.70820353,1895148.4845043,460.4654757902545,0.5079906775428666,72.32414829487558,9.674395229295,345.68267000000003,1.0,1,1,1,1,1,1,6,6,0.8333333333333333,1035,402,0.9304347826086956,11,0,1,0,1,64615,0.942759825559873,1.0,1.0,1.0,1.0,1.0,0.0,-0.20668682163912944,0.7531962710171467,0.10237139074231738
2017-11-10,ET0501,ET050107,2015-01-08,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2352,2015-01-08,-7.211102550927979,2015-02-07,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.850746268656716,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.850746268656716,1037,1,,29054229.129353233,4965901.407312925,175.72850869035838,0.19077742633594139,27.601232644742396,9.674395229295,131.92368000000002,1.0,1,1,1,1,1,1,6,6,0.8333333333333333,1037,1007,0.3876567020250723,11,0,1,1,1,64615,0.8618793016328785,1.0,1.0,1.0,1.0,1.0,0.0,-0.20668682163912944,0.6263109705343766,0.0852901479243793
2017-11-13,ET0501,ET050107,2015-06-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,182,1101,2015-06-04,0.1386750490563072,2016-05-16,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,6,0.0,347.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,6.049450549450549,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.049450549450549,893,1,,64174725.87912088,10608356.139872843,82.26066669561419,0.08664890960546029,12.920474975281198,9.674395229295,61.75509,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,893,546,0.2038073908174692,11,0,1,1,1,64615,0.8911506285539434,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.48465956384218406,0.05683532377033097
2017-11-13,ET0501,ET050107,2015-07-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,352,2270,2015-07-04,-7.211102550927979,2015-08-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,7,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.448863636363637,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.448863636363637,863,1,,33181250.3125,5145286.392070484,169.601919526834,0.1839520559347428,26.638944771923995,9.674395229295,127.32430000000001,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,863,833,0.4078794901506373,11,0,1,1,1,64615,0.9499885710324711,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5235808223738971,0.0593368679853806
2017-11-12,ET0501,ET050107,2015-10-04,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,402,2716,2015-10-04,0.1386750490563072,2016-05-21,-0.1647172818672541,-0.2271283812897489,accessibility house damaged destroyed lack of security safety,1.2442173938170624,-4.402796314232057,0.9665953493282832,2.85270591447537,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,230.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,6.756218905472637,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.756218905472637,770,1,,29054229.129353233,4300368.229013255,202.92458741624716,0.22107541201931077,31.872851982619196,9.674395229295,152.34044,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,770,540,0.522077922077922,11,0,1,1,1,64615,0.995265384028443,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5384301648077243,0.05444402191752432
2017-11-12,ET0501,ET050107,2015-01-02,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,330,2031,2015-01-02,0.1386750490563072,2016-02-28,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,422.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,-2.022289405463765,0.2519073151588957,1.2949006435891817,0.0,-2.022289405463765,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.154545454545454,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.154545454545454,1045,1,,35393333.666666664,5750763.225012309,151.74515355022018,0.164058598301981,23.834227679197195,9.674395229295,113.91879,1.0,1,1,1,1,1,1,6,6,0.8333333333333333,1045,623,0.3157894736842105,11,0,1,1,1,64615,0.906632264442619,1.0,1.0,1.0,1.0,1.0,0.0,-0.20668682163912944,0.6156234393207923,0.08448148313725909
2017-11-12,ET0501,ET050107,2015-04-03,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,350,2189,2015-04-03,-7.211102550927979,2015-05-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,30.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.254285714285714,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.2542857142857144,954,1,,33370857.457142856,5335678.442211055,163.5500448653038,0.17720992175794903,25.688392117066797,9.674395229295,122.78101000000001,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,954,924,0.3668763102725367,11,0,1,1,1,64615,0.9213251021529363,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5208839687031797,0.0652558511021449
2017-11-13,ET0501,ET050107,2015-01-02,Drought,ET05,ET0501,ET050107,Somali,Siti,Miesso,280,1806,2015-01-02,0.1386750490563072,2016-04-28,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,482.0,ET05_ET0501_ET050107,ET05_ET0501_ET050107,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.45,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.45,1046,1,,41713571.821428575,6467220.437430786,134.9343906015252,0.14533044781088728,21.193803637927196,9.674395229295,101.29854,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,1046,564,0.2676864244741874,11,0,1,1,1,64615,0.9501559698996134,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5081321791243549,0.06979727634459294
2017-11-20,ET0501,ET050106,2015-01-01,Drought,ET05,ET0501,ET050105,Somali,Siti,Afdem,216,1706,2015-01-01,0.1386750490563072,2016-03-27,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services safety and security livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,3.0318818730794392,0.3771490147280578,1,0.0,451.0,ET05_ET0501_ET050105,ET05_ET0501_ET050106,1.075437140477841,1.3115174503510751,1.2949006435891817,0.0,1.0754371404778398,1.3115174503510756,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,7.898148148148148,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,7.898148148148148,1054,1,,54073148.65740741,6846307.215709262,127.46294040210519,0.13700682537040115,20.020281841807197,9.674395229295,95.68954000000001,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,1054,603,0.2049335863377609,11,0,1,0,1,64615,1.1634841262193083,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4548027301481604,0.06294971471781498
2017-11-20,ET0501,ET050109,2015-01-04,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,74,529,2015-01-04,-7.211102550927979,2015-02-03,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET050198,ET05_ET0501_ET050109,0.0428616251639721,0.2519073151588957,1.2949006435891817,0.0,0.0428616251639715,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,7.148648648648648,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,7.148648648648648,1051,1,,157835136.6216216,22079017.221172024,39.5239715549318,0.039037789245879806,6.207930301474799,9.674395229295,29.67161,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,1051,1021,0.07040913415794481,11,0,1,0,1,64615,1.053074603136173,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.4656151156983519,0.06426283474707391
2017-11-22,ET0501,ET050104,2014-01-08,Drought,ET05,ET0501,ET0504,Somali,Siti,Erer,394,2896,2014-01-08,-7.211102550927979,2014-02-07,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,1,0.0,30.0,ET05_ET0501_ET0504,ET05_ET0501_ET050104,1.075437140477841,0.2519073151588957,1.2949006435891817,0.0,1.0754371404778398,0.2519073151588955,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,7.350253807106599,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,7.350253807106599,1414,1,,29644162.71573604,4033080.148480663,216.37319777520318,0.23605793241218573,33.9851912156352,9.674395229295,162.43664,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,1414,1384,0.27864214992927866,11,0,1,0,1,64615,1.0827732612557668,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.49442317296487426,0.0918075333647186
2017-11-28,ET0501,ET050103,2015-10-08,Drought,ET05,ET0501,ET050103,Somali,Siti,Shinile,550,3271,2015-10-08,0.1386750490563072,2016-02-20,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood access services livestock restocking,0.1237968921180345,-1.9318754766140744,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,135.0,ET05_ET0501_ET050103,ET05_ET0501_ET050103,0.0428616251639721,-0.8077028200332839,-0.7722600223814998,0.0,0.0428616251639715,-0.8077028200332839,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2017,11,5.947272727272727,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.947272727272727,782,1,,21236000.2,3570712.3540201774,244.39113602302817,0.26727151656400866,38.38589795108519,9.674395229295,183.47039,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,782,647,0.7033248081841432,11,0,1,1,1,64615,0.8760987110758662,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5569086066256035,0.057190089347501236
2017-11-20,ET0501,ET050109,2015-04-20,Drought,ET05,ET0501,ET050198,Somali,Siti,Gota-Biki,138,1050,2015-04-20,0.1386750490563072,2016-09-05,-0.1647172818672541,-0.2271283812897489,accessibility lack of food house damaged destroyed no livelihood,1.2442173938170624,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,504.0,ET05_ET0501_ET050198,ET05_ET0501_ET050109,1.075437140477841,0.2519073151588957,-0.7722600223814998,0.0,1.0754371404778398,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,7.608695652173913,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,7.608695652173913,945,1,,84636232.68115942,11123619.152380953,78.45022709391,0.08240386216081236,12.321978859259998,9.674395229295,58.8945,1.0,1,1,1,1,1,1,6,6,0.3333333333333333,945,441,0.14603174603174604,11,0,1,0,1,64615,1.1208445886918257,1.0,1.0,1.0,1.0,1.0,0.0,0.722631142143352,0.4329615448643249,0.05372930530489652
2017-11-13,ET0505,ET050502,2017-01-01,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,106,484,2017-01-01,0.1386750490563072,2017-10-20,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood id documentation livestock restocking,0.1237968921180345,-1.9318754766140744,1.7721808598447284,-1.848422751068236,-0.3298281535567591,0.3771490147280578,1,0.0,292.0,ET05_ET0505_ET050502,ET05_ET0505_ET050502,-0.9897138901498964,-0.8077028200332839,1.2949006435891817,0.0,-0.9897138901498972,-0.8077028200332839,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2017,11,4.566037735849057,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,4.566037735849057,316,1,,110186793.49056605,24131818.40909091,36.16181896519279,0.035292159147661054,5.679845493220799,9.674395229295,27.147560000000002,1.0,1,1,1,1,1,1,6,6,0.6666666666666666,316,24,0.33544303797468356,11,0,1,1,1,15098,0.8264022927609208,1.0,1.0,1.0,1.0,1.0,0.0,0.10308583295503088,0.5141168636590644,0.021334330783488422
2017-11-07,ET0501,ET050108,2015-10-03,Drought,ET05,ET0501,ET040216,Somali,Siti,Hadgalo,232,1380,2015-10-03,0.1386750490563072,2016-01-06,-0.1647172818672541,-0.2271283812897489,House damaged/destroyed   ,-0.8037180680557422,-4.402796314232057,0.9665953493282832,-0.3505443708465497,-3.323470256441984,-0.277913246099792,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,95.0,ET05_ET0501_ET040216,ET05_ET0501_ET050108,-2.022289405463765,0.2519073151588957,-0.7722600223814998,0.0,-2.022289405463765,0.2519073151588955,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,11,5.948275862068965,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.948275862068965,766,1,,50343965.99137931,8463623.268115941,103.10601275199599,0.1098718162144165,16.194600786455997,9.674395229295,77.40420000000002,1.0,1,1,1,1,1,1,6,6,0.8333333333333333,766,671,0.3028720626631854,11,0,1,0,1,64615,0.8762464838689297,1.0,1.0,1.0,1.0,1.0,0.0,-0.20668682163912944,0.5939487264857666,0.059745860077228784
2017-11-18,ET0504,ET050403,2017-10-01,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,313,2113,2017-10-01,0.1386750490563072,2017-10-13,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,12.0,ET05_ET0510_ET051003,ET05_ET0504_ET050403,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,2017,11,6.7507987220447285,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.7507987220447285,48,1,,37315655.30351438,5527591.15475627,157.87174271374457,0.17088396870317957,24.796515552015595,9.674395229295,118.51817000000001,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,48,36,6.520833333333333,11,0,0,0,1,25700,1.0197429481011162,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.5183535874812718,0.003267363387931851
2017-11-19,ET0504,ET050403,2017-10-01,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,68,452,2017-10-01,0.1386750490563072,2017-10-19,-0.1647172818672541,-0.2271283812897489,lack of food house damaged destroyed no livelihood,-0.8037180680557422,0.2271283812897488,0.9665953493282832,-0.3505443708465497,0.3008903112828133,-0.277913246099792,livelihood land resources id documentation access services livestock restocking,0.1237968921180345,0.5176317066525747,1.7721808598447284,0.5410017808004591,-0.3298281535567591,0.3771490147280578,10,0.0,18.0,ET05_ET0510_ET051003,ET05_ET0504_ET050403,0.0428616251639721,1.3115174503510751,-0.7722600223814998,0.0,0.0428616251639715,1.3115174503510756,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2017,11,6.647058823529412,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,6.647058823529412,49,1,,171761766.32352942,25840265.730088495,33.770954901378396,0.03262859996670551,5.304318518462399,9.674395229295,25.35268,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,49,31,1.3877551020408163,11,0,0,0,1,25700,1.004072501639386,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.46305143998668213,0.002979582476605046
2017-12-01,ET0509,ET050902,2017-04-02,Drought,ET05,ET041407,ET050902,Somali,Liben,Dolo Odo,150,791,2017-04-02,0.1386750490563072,2017-06-04,-0.1647172818672541,-0.2271283812897489,lack of food no livelihood basic infrastructures damage,-0.8037180680557422,0.2271283812897488,-1.0345590848279278,-0.3505443708465497,0.3008903112828133,3.5982451863446765,livelihood land resources access services livestock restocking,0.1237968921180345,0.5176317066525747,-0.5642764926868786,0.5410017808004591,-0.3298281535567591,0.3771490147280578,4,0.0,63.0,ET05_ET041407_ET050902,ET05_ET0509_ET050902,0.0428616251639721,0.2519073151588957,-0.7722600223814998,0.0,0.0428616251639715,0.2519073151588955,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,2017,12,5.273333333333333,4.57572043141,11679800110.0,508.562522752,11.735217961199998,74.71450199419999,42.66,56.09,16.7466806447,2.60210981389,0.7899999999999999,5.273333333333333,243,1,,77865334.06666666,14765866.13147914,59.099171077412194,0.06084568003995338,9.282557407309199,9.674395229295,44.36719,1.0,1,1,1,1,1,1,6,6,0.4999999999999999,243,180,0.6172839506172839,12,1,0,1,1,1368,0.8385590348834869,1.0,1.0,1.0,1.0,1.0,0.0,0.41285848754919147,0.47433827201598133,0.015136467511475174
